company_name,url,year_founded,full_time_employees,company_category,data_types,description
Remi,www.remi.com,1980,51-200,Governance,,"REMI helps government decision-makers test the economic effects of their policies before they’re implemented. Our commitment to a better understanding of the economy drives our ongoing research in economic theory and practice, software development and application, and the use of quantitative economic analysis to guide policy decisions."
Retroficiency,http://www.retroficiency.com,2009,11-50,Energy,Energy,"Retroficiency enables utilities and large energy service providers to drive deeper building energy efficiency savings in less time and at lower a cost from traditional approaches. Our Building Efficiency Intelligence platform develops energy models that deliver insights and recommendations to help target buildings, engage customers, convert projects, and track opportunities more effectively and at scale."
Revaluate,https://revaluate.com/,2014,1-10,"Housing/Real Estate,","Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Health/Healthcare, Housing, Legal, Public Safety, Transportation, Weather","Revaluate lets you know what it’s like to live at a specific location…before you move there.  By combining a “Carfax-like” home history report with a proprietary scoring platform, Revaluate has created a livability rating that allows buyers, renters and real estate professionals to quickly and accurately compare significant and subtle differences between properties."
Revelstone,http://www.revelstonelabs.com,2010,11-50,Governance,,"Revelstone's mission is to create communities of local organizations that inspire each other to improve the quality of life for their citizens. Revelstone provides a web-based performance analytics and benchmarking platform specifically designed for local governments, to fulfill this mission.    

Revelstone helps municipalities of all sizes who seek to do more with less. Revelstone Compass centralizes key performance metrics for municipal leaders to make data driven decisions based on facts, not politics, to help drive new efficiencies and improved outcomes for citizens."
Rezolve Group,http://www.rezolvegroup.com,2007,11-50,Education,Education,The Rezolve Group is a technologies and services company that focuses exclusively on post-secondary student financial aid.
Rivet Software,http://rivetsoftware.com,2003,51-200,Finance & Investment,,Rivet Software provides financial reporting systems that improve the way companies create and consume financial data. Rivet’s mission remains to revolutionize global financial communications by enabling financial transparency and leveraging global standards.
Roadify Transit,www.roadify.com,2010,1-10,Transportation,,"<p>Roadify is a data platform and mobile application for transit information. Roadify uses open data to solve a universal problem—making it easy for people to learn when their bus, train, subway, etc is coming and why it’s late if it’s not there.  Roadify has the scale to provide information for public signage at transit hubs and elsewhere—including Brooklyn’s Barclays Center, New York’s City 24x7 kiosks and the Philadelphia Convention Center.  Roadify has strategic relationships with Cisco and Veolia Transportation around data management and content distribution.</p>

<p>Roadify’s model is simple:</p>

<br>1. Aggregate open real-time arrival, advisory and schedule data from transit agencies with tweets and comments from users. Distribute this content: i) through partner networks on a localized basis, such as sports and entertainment venues, hotels, retailers, outdoor display, websites and other mobile apps and ii) through our own mobile app </br>
<br>2. Build a global user base by addressing a daily, chronic, universal information need—“when is my ride coming and why is it late?”</br>
<br>3. Make it easy for 1) venues and enterprises to display this content paid for by subscription fees and 2) riders to book multi-mode urban ground transportation services from our app and partners</br>"
Robinson + Yu,http://www.robinsonyu.com,2011,NA,Research & Consulting,,"Robinson + Yu is a technology policy consulting firm. We help our clients harness Internet technologies to address civic problems. Among our projects, we have worked with the telecommunications ministry of a developing country to advance its open government data efforts, and with a Fortune 100 technology company to study innovations at the intersection of technology and governance. Our toolbox spans policy and law, software engineering, and advanced computer science techniques."
Russell Investments,http://www.russell.com/indexes/,1936,"1,001-5,000",Finance & Investment,,"Russell Investments is a global asset manager working with institutional clients, independent distribution partners and individual investors to achieve their financial goals. We offer actively managed multi-asset portfolios and services that include advice, investments and implementation. 

<p>Russell also serves as a consultant to some of the largest pools of capital in the world. Our services – delivered to institutional clients, financial intermediaries and individual investors – extend across capital market insights, manager research, portfolio construction, portfolio implementation and indexes. </p>

<p>We calculate approximately 700,000 benchmarks daily, which cover 98% of the investable market globally. Approximately $4.1 trillion in assets are benchmarked to our Russell Indexes.</p>"
Sage Bionetworks,http://sagebase.org,2009,11-50,Scientific Research,,"<p>At Sage Bionetworks, we work to redefine how complex open biological data is gathered, shared and used. Our work includes the building of platforms and services and undertaking research developing predictors relating to health. Arising in 2009 from a donation by Rosetta Inpharmatics (Merck Inc), we are a non-profit research organization based in Seattle, US and collaborate with a worldwide network. </p>

<p>We create technology platforms that facilitate collaboration on data, governance platforms that enable data sharing and reuse, run challenges to solve complex biomedical problems, perform our own cutting-edge computational biology and research, and run large-scale clinical observational studies of health.</p>"
SAP,http://www.sap.com/,1972,"10,001+",Data/Technology,,SAP is a software company developing enterprise resources planning and business objects software. It provides enterprise software and software-related services to companies in more than 26 industries.
SAS,http://www.sas.com/,1976,"10,001+",Data/Technology,,"SAS provides advanced analytics and data management software and services, and is a large independent vendor in the business intelligence market. SAS helps organizations anticipate business opportunities, empower action and drive impact. We do this through advanced analytics that turn data about customers, performance, financials and more into meaningful information."
Scale Unlimited,http://www.scaleunlimited.com/,2006,1-10,Data/Technology,,"Scale Unlimited provides consulting and training services for big data analytics, search, and web mining.

<p>We help companies turn big data into useful information via custom data processing workflows. Our clients range from Fortune 50 companies to early stage startups. We specialize in large-scale data processing, web crawling, data mining, machine learning and search. We also provide training on the open source technologies we use, including Hadoop, Cascading and Solr. We mentor the client’s team, ensuring a smooth and successful hand-off at the end of the project. </p>

<p>Scale Unlimited builds and runs both broad and focused web crawls. We can extract structured data from unstructured web pages, apply cutting-edge machine learning to classify/cluster/filter the content, analyze the results using Hadoop, and deliver it to you via XML, searchable Solr indexes, or custom APIs. </p>"
Science Exchange,scienceexchange.com,2011,11-50,Scientific Research,,"<p>Science Exchange's mission is to improve the quality and efficiency of scientific research by using market-based incentives to promote collaboration between scientists.</p>

<p>Science Exchange is an online platform seeking to provide easy access to the global network of scientific resources and expertise. The platform functions as a marketplace helping research scientists find the expertise and services they need at other university labs, core facilities, and contract research organizations. The objective is to help improve the pace of scientific research by improving the efficiency by which researchers can search for, compare and order scientific services on an open marketplace platform.</p>

<p>For service providers, Science Exchange aims to increase utilization and quality recognition within an open marketplace. Service providers are government funded core facilities and university labs, which have difficulty in promoting services for external use, and tracking impact of services. Science Exchange helps researchers find the facility's services in a centralized platform, and increase utilization of labs that are running below capacity. The platform also allows for tracking of all work performed, and publications resulting from work performed on the site with collaborates - making management and reporting of service labs easier.</p>"
Seabourne,www.seabourneinc.com,2010,201-500,Data/Technology,,"Seabourne makes it possible to use information stored in a range of different databases and technologies to gain new insights, get new value from legacy data systems, improve decision making and power new products."
SeeClickFix,en.seeclickfix.com,2008,11-50,Governance,,"SeeClickFix is a communications platform for residents to report non-emergency issues, and governments to track, manage, and reply. We aim to improve communities through transparency, collaboration, and cooperation. They say all politics is local. While we're not political, we do believe that the changes that have a real impact on our daily lives occur at the block, neighborhood, or city level. It's our goal to provide the best tools for residents and governments to communicate; regardless of size, population, and budget. SeeClickFix could not exist without the support of an amazing community of volunteers, residents, and government staff. This community, which is passionate about everything civic, makes our mission possible every day."
SigFig,https://www.sigfig.com/,2008,11-50,Finance & Investment,,"SigFig provides an easy way to manage and improve your investments. We track individuals' financial assets and provides detailed visualizations of their investments and recommendations on how to manage them.

<p>Just sync your 410(k), IRA, trading and advisor-managed accounts to SigFig and, in less than 60 seconds, we securely pull all your investments into a single dashboard—giving you a real-time view of your investments, across all your accounts. From there, we run hundreds of tests on your investments and give you unbiased, data-driven investment advice you can use to tune-up your portfolio. Fix under-performing investments putting a dent in your retirement, eliminate costly hidden brokerage fees, and hold those managing your money accountable by seeing if they’re overcharging or under delivering.</p>"
Simple Energy,http://simpleenergy.com,2010,11-50,Energy,,"Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most. We interact with customers in real-time across the platforms people use most email, web, mobile, social, and print, to build a more dynamic relationship between utilities and their customers."
SimpleTuition,http://www.simpletuition.com/,2006,11-50,Education,Education,"SimpleTuition helps more than 10 million students a year afford higher education. The company provides tips, advice, interactive tools that ensure students plan better for college costs, pay less for college-related expenses, and be smarter about how they manage and pay back their student loans. In addition to SimpleTuition.com, the company manages ValoreBooks, SmarterBucks Rewards, and SmarterBank."
SlashDB,http://www.slashdb.com/,2010,1-10,Data/Technology,,"SlashDB instantly transforms traditional databases into online resources. Use it internally for data integration or as a backend for web and mobile applications.

<p>Enterprise use cases:
- data federation, integration and virtualization
- backend for mobile enterprise applications
- self-service reporting and business intelligence
- alternative or a complement to data warehousing
- data level interoperability with clients/partners</p>

<p>Web and e-commerce:
- instantly add an API to existing website
- monetize data assets
- build attractive data visualizations in HTML5 and native mobile apps by leveraging databases
- build affiliate widgets and programs in record time</p>"
Smart Utility Systems,http://smartusys.com/,2009,201-500,Energy,Weather,"Smart Utility Systems is a global provider of innovative products and services for the Energy and Utility sector. We bring deep experience and knowledge of Smart Grid, Smart Metering / AMI, Energy Efficiency, Energy Management and Demand Response solutions that will maximize your investment in AMI. Partnering with clients (Energy and Utilities) we help transform their business processes and systems to meet the demands of tomorrow."
SmartAsset,smartasset.com,2010,1-10,Finance & Investment,,"smartasset.com is a free web app that dramatically improves your ability to understand and make significant personal wealth and risk management decisions (home purchase, further education, family and retirement planning, asset allocation etc). At the heart of our service is a decision engine and optimization tool that measures the efficacy of different strategies, quantifies the true cost of financing alternatives and recommends specific financial products based on their suitability and cost."
SmartProcure,http://smartprocure.us/,2011,11-50,Governance,,"SmartProcure is a provider of a government purchase history database. Our SaaS provides instant access to every field within any purchase order in our database of 60 million purchase orders at the local, state, and federal level. Government agencies use our system to find the best value for a product, connect to other government agencies, and conduct their own spend analytics. This is offered to government agencies at no cost. Government contractors can use the system (for an annual fee) to locate potential government clients and conduct market research."
Smartronix,http://smartronix.com/,1995,"501-1,000",Data/Technology,,"Smartronix, Inc. is an information technology and engineering solutions provide with core offerings focused around NetOps, Cyber Security, Cloud Computing, Enterprise Software, Health IT, and Mission-Focused Engineering. Connecting and securing disparate networks, battling cyber warfare attacks, enabling open government, green IT, and cloud computing initiatives, engineering irregular warfare solutions, and providing vital health care data systems at the time of need are a few of the ways we assist our customers mission each day."
SnapSense,www.snapsense.co,2011,1-10,Research & Consulting,,SnapSense provides SnapSense Dashboards: online products for communities to track data for real time intuitive decision-making. Our two main products include the Economic Dashboard and the Community Dashboard.
Social Explorer,http://www.socialexplorer.com/,2007,11-50,Data/Technology,,"Social Explorer is an easy-to-use demographics website, a web-based application that creates fast, intuitive, and visually appealing maps and reports. With Social Explorer, anyone with an Internet connection can access and work with census data.<p>

<p>Our mission is to build the simplest, easiest to use, and most fun demographics website in the world.</p>"
Social Health Insights,http://socialhealthinsights.com/,2012,1-10,Healthcare,,"Social Health Insights LLC was formed in May 2012,  born in response to the NowTrending2012 application challenge. Our team came together with a common mission to build an application that would positively impact public health surveillance. We strive to build social analytic platforms which positively impact global health, further innovation and research and will enhance population health awareness of disease and illness trends."
SocialEffort Inc,http://socialeffort.co/,2013,1-10,Lifestyle & Consumer,,"SocialEffort's mission is to enable charities, non profits, and businesses to seamlessly integrate volunteering into people's lifestyles."
Socrata,www.socrata.com,2007,51-200,Data/Technology,,"Socrata is focused on democratizing access to government data. Its solutions help government leaders improve transparency, modernize citizen access to information and bring facts into every decision, with unprecedented speed and cost savings. Delivered as turnkey cloud services, Socrata’s data consumerization products unlock data in enterprise data silos and transform it into useful information that everyone can easily access, visualize, share and reuse."
Solar Census,http://www.solarcensus.com,2006,1-10,Energy,,"Solar Census is a Bay Area-based software company that is building the first commercial-grade online shade tool for the solar industry. The fully automated tool draws from 3D spatial databases and runs patented algorithms to model the shading effects on a particular roof on a 24/7/365 basis to determine exact solar access values for each foot. Solar installers, financiers, and government agencies can use this software to analyze a roof and determine the optimal system design in minutes."
SolarList,solarlist.com,2013,1-10,Energy,,"SolarList helps people go solar. We provide homeowners across the US with a third-party assessment of their solar economic potential with our mobile (https://app.solarlist.com/) and web apps 
(http://solarlist.com/homeowners-get-started/). We deliver this targeted education primarily by incentivizing students and enterprising young people to canvass their neighborhoods and call on their personal networks. Then, interested homeowners are connected with approved solar installers. Homeowners end up paying less for solar, students get rewarded, installers sell more solar. Everybody wins."
Sophic Systems Alliance,http://www.sophicalliance.com,1993,1-10,Scientific Research,,"Sophic Systems Alliance Inc. is a life science software and services integrator. We provide a broad range of software and services to research scientists and MD’s in government, commercial and medical sectors. 

<p>Sophic’s configuration of a domain-specific Integrated Knowledge Environment provides scientists, executives, and government officials with the capability to mine disparate databases and unstructured text sources simultaneously, to find relationships between valid scientific and semantic objects and elements. These valid scientific and semantic relationships are presented to end-users in intuitive, graphical knowledge network maps that are then easy to understand, navigate and explore. </p>

<p>The foundation for building and continuously improving an Integrated Knowledge Environment for any domain is the Biomax BioXM Knowledge Management System. Sophic uses BioXM to develop and improve a range of applications including SCan-MarK Explorer, Pharma Drug Safety, the Food Security Media Analysis Portal, and other domain-specific Integrated Knowledge Environments. Sophic scientists use the power of this rapid and agile development platform to respond to and keep pace with the dynamic requirements that reflect the “chaos” of scientific research and drug discovery projects.</p>"
S&P Capital IQ,https://www.capitaliq.com,2010,"5,001-10,000",Finance & Investment,"Economics, Finance","S&P Capital IQ is the combination of offerings previously provided by Capital IQ, elements of S&P including Global Credit Portal and MarketScope Advisor, enterprise solutions such as S&P Securities Evaluations and Compustat, research offerings including Leveraged Commentary & Data, Global Markets Intelligence, and company and fund research. "
SpaceCurve,www.spacecurve.com,2009,11-50,Data/Technology,,"The SpaceCurve real-time platform is for organizations that want to quickly transform big data into value. SpaceCurve ingests, fuses and analyzes Internet of Things, Industrial Internet, spatial, sensor, weather, social media, historical and other data to deliver immediately actionable intelligence at petabyte scales. The SpaceCurve platform combines multiple layers of spatial, temporal, sensor, social media and other large streaming and historical data sets to build real-time models of reality. 

With SpaceCurve, greater volumes, velocities and varieties of data than ever before can be concurrently ingested, processed and analyzed – all in real time. Unlike traditional database and analytics technologies, SpaceCurve gives organizations the capacity they need for next-generation big data applications and services."
SpeSo Health,http://www.spesohealth.com/,2013,1-10,Healthcare,,"SpeSo Health is an online platform that connects the 30 million patients with rare and orphan diseases with the care providers who are experts for those complex, high-cost conditions.

<p>The company uses data and statistics to measure expertise in these rare and complex conditions. SpeSo Health has built a new tool called CurityMD, designed to help these patients, and their supporters, find and connect with the best possible medical expertise. The company also built CurityMD based on the same tools and information that clinical experts, researchers, hospitals and companies use to understand expertise, and makes it simple enough for anyone to use.</p>"
Spikes Cavell Analytic Inc,http://www.spikescavell.com/,2003,11-50,Data/Technology,,"Spikes Cavell delivers data, analytics and business intelligence solutions to the public sector. We equip government leaders, and the citizens they serve, with the actionable business intelligence essential, online tools and analytical insight they need to achieve operational efficiency -  find savings, become more transparent and benchmark procurement performance.

<p>At the heart of Spikes Cavell’s proposition is the Observatory - an online platform that facilitates the delivery of spend and contract visibility quickly, affordably and with little effort on the agency’s or institution’s part.</p>"
Splunk,http://www.splunk.com/,2003,"501-1,000",Data/Technology,,"Splunk Inc. provides a leading software platform for real-time Operational Intelligence. Splunk® software and cloud services enable organizations to search, monitor, analyze and visualize machine-generated big data coming from websites, applications, servers, networks, sensors and mobile devices. Enterprises, government agencies, universities and service providers in over 90 countries use Splunk software to deepen business and customer understanding, mitigate cybersecurity risk, prevent fraud, improve service performance and reduce cost. Splunk products include Splunk® Enterprise, Splunk Cloud™, Splunk Storm®, Hunk™: Splunk Analytics for Hadoop and premium Splunk Apps."
Spokeo,http://www.spokeo.com/,2006,51-200,Lifestyle & Consumer,,"As a people search platform, Spokeo enables friends and family to reconnect, browsing of celebrity profiles, and discovery of information about your own digital footprint, by simply searching a name, home address, phone, email or username. Spokeo can also be used as a research tool for small businesses and non-profit companies. Spokeo’s people search platform uses proprietary technology to organize information into comprehensive yet easy-to-understand online profiles. Spokeo curates data from various sources including public data and data accessed through third party vendors."
SpotCrime,www.spotcrime.com,2007,11-50,Governance,,"SpotCrime is a crime mapping website in the US with over half a million subscribers to our alerts. We're a public-facing crime map and alert service that is also an advocate for open, equal, and fair access to public crime data."
SpotHero.com,http://spothero.com/,2010,1-10,Transportation,,"SpotHero provides parking at over 100 locations in the Chicago area and is expanding to other cities around the U.S. SpotHero is on a mission to bring our exceptional service and incredible deals to cities across the United States. One at a time, we'll be adding cities around the country."
Stamen Design,http://stamen.com/,2001,NA,Geospatial/Mapping,,"Stamen Design has developed a reputation for design and technical leadership in the emerging genre of interactive mapping and live data visualization.  Our diverse team works with corporate clients like MTV, National Geographic and Microsoft, cultural institutions like the Exploratorium and SFMOMA, artists like Vito Acconci, internet giants like Facebook and Google, and data bodies like OpenStreetMap. Building and contributing to open source software projects is a key part of Stamen’s practice. Our work is in the permanent collection of the Museum of Modern Art."
Standard and Poor's,http://www.standardandpoors.com/en_US/web/guest/home,1860,"10,001+",Finance & Investment,,"At Standard & Poor’s, our aim is to be the leading provider of global credit benchmarks and research across industries, asset classes, and geographies that investors, businesses, and markets use to foster economic development and growth around the world."
State Farm Insurance,http://www.statefarm.com/,1922,"10,001+",Insurance,,"State Farm is a family of insurance and financial services companies that together serve tens of millions of customers in the U.S. and Canada. It is one of the major insurers of cars, homes and watercraft in the United States."
Sterling Infosystems,http://www.sterlinginfosystems.com/,1976,11-50,Business & Legal Services,,"Sterling Infosystems is dedicated to helping companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services with a combination of world‐class technology and personnel. Sterling’s services and solutions enable clients to streamline and improve screening processes, resulting in a better candidate experience."
Stevens Worldwide Van Lines,http://www.stevensworldwide.com/,1905,201-500,Transportation,,Steven Worldwide Van Lines is a major moving and storage company. It provides a full range of moving and storage services from Long Distance to Local Moving to Container Moving.
STILLWATER SUPERCOMPUTING INC,http://www.stillwater-sc.com,2007,11-50,Research & Consulting,,"Stillwater's vision is to unleash the vast power contained within the raw data a modern organization, public and private, generates. For governmental data our goal is to create value for business and citizenry by improving competitive advantages at state, federal, and international commercial activities. For commercial data, our goal is to create value by continuous prediction and optimization to maximize profit."
StockSmart,http://www.stocksmart.com,2012,11-50,Finance & Investment,,"<p>StockSmart makes smart products with technology that high-grades and auto-combines information sets, including XBRL. StockSmart is a Mobile First company, launching a Family of Finance Apps, all designed to bring the highest-quality information to the consumer web, at a retail price point, massively democratizing the access.</p>

<p>StockSmart boosts the inherent IQ of product sets with machine learning and smart systems in a closed loop that self corrects to assure the highest level of quality control. The StockSmart Portfolio is 'Smart' because the analysis is built in. It understands what it owns, and can make recommendations. The focus is to automate the identification of risk and deliver Portfolio Analysis at scale as a SaaS Service.</p>

<p>The key technologies are applying aggregation and disaggregation, X-Ray portfolios, Unzip ETFs and mutual funds to see what the components are, then re-aggregate by combining with the stocks, to show what is really owned and message that out. De-risk Portfolios for individuals and professionals alike, making it much easier to be successful.</p>"
Stormpulse,http://stormpulse.com/,2004,1-10,Environment & Weather,,"Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events."
StreamLink Software,http://www.streamlinksoftware.com/,2008,11-50,Data/Technology,,"StreamLink Software strives to provide high-value, affordable software solutions, designed to help nonprofit and public sector entities maintain compliance, generate revenue and build capacity."
"StreetCred Software, Inc",streetcredsoftware.com,2012,11-50,Governance,,"There are billions of dollars in backlogged arrest warrants for everything from speeding tickets to murder in each of the 50 states. StreetCred's mission is to make police agencies more capable of safely and objectively enforcing and serving these warrants, gaining compliance with court ordered fines or fees in traffic cases, and leading to the arrest and removal from the community in case of more serious crime.

<p>StreetCred Software does this by combining information and data from the criminal justice system, courts, municipalities and other sources, analyzing it, then bringing predictable, prioritized information right to the hands of the officers.</p>"
StreetEasy,http://streeteasy.com/,2005,11-50,Housing/Real Estate,,StreetEasy provides consumers and real estate professionals a transparent and complete view of the NYC residential real estate market.
Suddath,http://www.suddath.com/,1919,"1,001-5,000",Transportation,,"Suddath is a single-source provider for warehousing, household goods moving, facility moving and corporate relocation needs. We offer do-it-yourself options to full-service moving and storage services both domestically and internationally. Our services include: residential moving, corporate employee moving, office and industrial moving, warehousing and logistics, and portable storage containers. 

<p>Our mission is to provide innovative and diverse transportation and relocation solutions to the global marketplace, leveraging our culture and financial strength to achieve market leadership, while exceeding customer expectations.</p>"
Symcat,http://www.symcat.com/,2011,1-10,Healthcare,,"Symcat is on a mission to empower consumers to take control of their healthcare. Symcat's consumer vocabulary and data-driven algorithms help ordinary people cut through the complexity to make better decisions. Through a TurboTax-like interface on web or mobile, users research potential diagnoses, learn about treatments they are considering, and find appropriate care."
Synthicity,http://www.synthicity.com/,2012,1-10,Housing/Real Estate,,"Synthicity helps plan cities for the future in a 'Sim City' like way. Its technology platform allows city staff and urban planners to simulate building permits and transportation plans of the future, helping to make more informed decisions about urban development today."
T. Rowe Price,http://www.troweprice.com,1937,NA,Finance & Investment,,"T. Rowe Price is an independent investment management firm with an un-yielding focus on helping investors achieve their long-term goals. We provide a broad array of mutual funds, sub-advisory services, separate account management, and related services for individuals, institutions, retirement plan sponsors, and financial intermediaries."
Tableau Software,http://www.tableausoftware.com/,2003,"1,001-5,000",Data/Technology,,"Tableau Software produces a family of interactive data visualization products. Tableau makes it easy for people to rapidly transform data into smart business analytics through its 'rapid-fire business intelligence' software. Working with data of any size, format and subject, Tableau simplifies the way data is explored and communicated. The software enables users to shift fluidly between interactive views, graphs and reports, following a natural train of thought."
TagniFi,tagnifi.com,2012,1-10,Finance & Investment,,"TagniFi's mission is to build the best financial datasets for leading investment, research and content organizations using technologies that deliver the highest quality data with immediate availability."
Telenav,http://www.telenav.com/,1999,"501-1,000",Geospatial/Mapping,,"Telenav's mission is to help make people’s lives easier, less stressful, more fun, and more productive when they are on the go. Our personalized navigation services help people make faster and smarter daily decisions about where to go, when to leave, how to get there, and what to do when they arrive. We have approximately 34 million subscribers worldwide — connecting with us from mobile phones, tablets, computers, cars and developer applications."
Tendril,http://www.tendrilinc.com/,2004,51-200,Energy,,"Tendril enables utilities companies to drive customer engagement via a rich and tailored experience for the home energy consumer. Energy and service providers rely on Tendril’s customizable software solutions to engage consumers to meet efficiency goals and improve customer service operations. All solutions are powered by Tendril Connect, an open, cloud-based, secure and scalable platform that seamlessly supports numerous other utility-grade applications."
Teradata,http://www.teradata.com/,1979,NA,Data/Technology,,"Teradata creates purpose built platforms, high performing technology and industry-specific solutions to enable customers to solve a wide range of data warehousing and business challenges. We are a global provider of analytic data platforms, marketing and analytic applications, and consulting services. The company helps organizations collect, integrate, and analyze all of their data."
The Advisory Board Company,http://www.advisory.com/,1979,"1,001-5,000",Research & Consulting,,"The Advisory Board Company is a global research, technology, and consulting firm. We are a performance improvement partner for 165,000+ leaders in 4,100+ organizations across health care and higher education."
The Bridgespan Group,http://www.bridgespan.org/,1973,51-200,Research & Consulting,,"The Bridgespan Group is a nonprofit advisor and resource for mission-driven organizations and philanthropists. We collaborate with social sector leaders to help scale impact, build leadership, advance philanthropic effectiveness and accelerate learning. We work on issues related to society’s most important challenges and breaking cycles of intergenerational poverty. Our services include strategy consulting, leadership development, philanthropy advising, and developing and sharing practical insights."
The DocGraph Journal,http://docgraph.org/,2013,1-10,Healthcare,,"The DocGraph Journal is an Open Source healthcare data journal. We take public data sets and merge them with data that we obtain through FOIA requests, or crowdsource. We target ""uncomfortable"" data that enables us to create true accountability and transparency in healthcare."
The Govtech Fund,www.govtechfund.com,2014,NA,Finance & Investment,,The Govtech Fund is the first-ever venture fund focused on investing in startups that are transforming the Trillion dollar government software / IT market.
The Schork Report,schorkreport.com,2005,1-10,Energy,,"The Schork Report is a daily subscription research note providing comprehensive technical and fundamental daily views of the energy cash and financial markets. Published since 2005, The Schork Report is geared towards professionals in the global energy arena looking to improve economic performance while managing risk."
The Vanguard Group,http://www.vanguard.com/,1975,"10,001+",Finance & Investment,,"Vanguard is a client-owned investment company that aims to reduce cost and complexity for all investors. Vanguard's fund options include approximately 240 stock, bond, mixed, and international offerings, as well as variable annuity portfolios. Its Vanguard 500 Index Fund is one of the largest in the US."
Think Computer Corporation,thinkcomputer.com,1998,1-10,Business & Legal Services,,"Think Computer Corporation's PlainSite is a website that allows the general public to access a free, comprehensive, interlinked database spanning the vast American legal system. It includes data relevant to all three branches of government: executive, legislative and judicial. The website allows users to access court case dockets and documents, look up corporate profiles, investigate intellectual property assignments, research and annotate federal and state laws, learn about political donations, and view profiles for judges, lawyers and law firms, among other features. In addition, PlainSite offers a set of premium features for legal professionals and pro se litigants (who receive a steep discount) that offer an additional level of insight and analysis."
Thinknum,http://www.thinknum.com/,2013,1-10,Finance & Investment,,"Thinknum is a web platform for financial analysis. Using Thinknum, an investor can view the analysis that others have done to value a company of interest and modify their work to suit his/her needs. We are eliminating the mundane work that investing analysts perform everyday."
Thomson Reuters,http://thomsonreuters.com/,2008,"10,001+",Business & Legal Services,,"ThomsonReuters is a leading source of information for businesses and professionals, providing customers with competitive advantage. We deliver intelligent information - a synthesis of human intelligence, industry expertise and innovative technology - that provides decision-makers with the knowledge to act, enabling them to make better decisions faster. We provide intelligent information to the financial and risk, legal, tax and accounting, intellectual property and science and media markets."
TopCoder,http://www.topcoder.com/,2001,51-200,Data/Technology,,"TopCoder is a company that administers computer programming contests. CloudSpokes is a crowdsourcing development community and marketplace matching companies that need cloud development work with experts. In 2013, CloudSpokes' parent company Appirio combined the two into one developer community.

<p>We aim to help TopCoder's members improve their skills, demonstrate and gain reward for their expertise, and provide the industry with objective insight on new and emerging technologies.</p>"
TowerData,http://intelligence.towerdata.com/,2006,11-50,Data/Technology,Demographics & Social,"Rapleaf's mission is to make it incredibly easy for marketers to access the data they need to personalize content for their customers. An Internet information aggregator, Rapleaf provides a service that collects, sorts and repackages data about those of us who spend an inordinate amount of time on the Internet. By accessing its large database of consumer email profiles, banks, retailers, and anti-fraud firms (all of which it counts among its clients) Rapleaf can quickly confirm legitimate customers and weed out scammers, cutting verification costs and improving the user experience."
TransparaGov,http://www.TransparaGov.com/,2011,11-50,Governance,,"TransparaGov helps state and local governments improve their management processes. We do this by providing analytical, management, and outcomes measurement software and services to the 93,000 units of state and local government that wrestle with issues such as compliance, performance, fraud and abuse, accountability, and transparency as they implement a wide variety of public projects and programs.

<p>We provide consulting services to create custom tailored software-centric solutions that make it easy for state and local governments to add (1) accountability and compliance management, (2) performance monitoring, (3) fraud and abuse controls, and (4) transparency-focused reporting capabilities to the public projects and programs they implement. </p>"
TransUnion,http://www.transunion.com/,1968,"1,001-5,000",Business & Legal Services,,"TransUnion is a global provider of credit and information management. The company leverages its understanding of consumer information, advanced analytic capabilities, sophisticated technologies and diverse expertise to develop innovative and reliable solutions to meet the changing needs of customers and consumers."
TrialTrove,http://www.citeline.com/products/trialtrove/,2002,NA,Healthcare,,"Trialtrove is a comprehensive real-time source of pharmaceutical clinical trials intelligence, gathering clinical trial information from over 30,000 clinical trial data sources to provide a continually updated reference of clinical trials research in more than 150 countries. Covering over 180 diseases in eight major therapeutic areas, it is a real-time service offering a wide breadth and depth of clinical trial data, supported by experienced pharmaceutical industry analysts."
TrialX,http://trialx.com/,2007,1-10,Healthcare,,"TrialX is an online platform that empowers patients to find clinical trials that match their health conditions and connect with the trial investigators effortlessly. TrialX includes a novel decision engine, 'Ask Dory'  that uses as an entropy-based algorithm to find the most appropriate matching trials as quickly as possible. Dory also works as a personal assistant, connecting patients to matching site in real-time (using a cloud-based phone network). And she is warm and friendly to work with.

<p>TrialX is available on the web (TrialX.com), as an iPhone app and is integrated with HealthVault, a personal health record platform. The Enterprise version of TrialX powers clinical trial search at leading academic medical centers such as the Beth Israel Deaconess Medical center, University of Pennsylvania, NewYork Presbyterian Hospital, New York University and patient advocacy groups such as the Multiple Myeloma Research Foundation.</p>"
